GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
200101280007,2001-01-28,"United States","Kalamazoo","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200101230010,2001-01-23,"United States","Capitola","Animal Liberation Front (ALF)",1,,,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200101180005,2001-01-18,"United States","Scottsdale","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200101130001,2001-01-13,"United States","Miller Place","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200101020004,2001-01-02,"United States","Glendale","Earth Liberation Front (ELF)",0,"Animal Liberation Front (ALF)",0,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200012310004,2000-12-31,"United States","Overland Park","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Firearms,,,
200012300007,2000-12-30,"United States","Mount Sinai","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200012200004,2000-12-20,"United States","Phoenix","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200012190006,2000-12-19,"United States","Miller Place","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200012140003,2000-12-14,"United States","Phoenix","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200012140002,2000-12-14,"United States","Phoenix","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200012100004,2000-12-10,"United States","Phoenix","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200012090004,2000-12-09,"United States","Middle Island","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200011270006,2000-11-27,"United States","Niwot","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200011210008,2000-11-22,"Mexico","Pachuca","Unknown",0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,
200011010007,2000-11-01,"Canada","Edmonton","Anti-Semitic extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200011010006,2000-11-01,"Canada","Edmonton","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200010200010,2000-10-20,"United States","Phoenix","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200009190003,2000-09-19,"Canada","Kelowna","Unknown",0,,,,,0,2,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200009090005,2000-09-09,"United States","Bloomington","Earth Liberation Front (ELF)",0,,,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200009060011,2000-09-06,"United States","Eugene","Earth Liberation Front (ELF)",0,"Animal Liberation Front (ALF)",0,,,0,0,Police,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200008250003,2000-08-25,"Mexico","Altamirano","Villagers",0,,,,,0,0,Government (General),,,North America,Hostage Taking (Kidnapping),,,Unknown,,,
200007240003,2000-07-24,"Mexico","Cuajimalpa","Fuerzas Armadas Revolucionarias del Pueblo (FARP)",0,,,,,0,3,Police,,,North America,Armed Assault,,,Firearms,,,
200007190004,2000-07-19,"United States","Milwaukee","Unknown",0,,,,,0,0,Military,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200007110002,2000-07-11,"Canada","Vancouver","Baby Liberation Army",0,,,,,0,1,Abortion Related,,,North America,Armed Assault,,,Melee,,,
200007020009,2000-07-02,"United States","North Vernon","Animal Liberation Front (ALF)",1,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200006160006,2000-06-16,"United States","Eugene","Environmentalists",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200005270009,2000-05-27,"United States","Eugene","Environmentalists",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200005270008,2000-05-27,"United States","Concord","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200005180002,2000-05-18,"Canada","Quebec","Unknown",0,,,,,0,27,Educational Institution,,,North America,Unarmed Assault,,,Chemical,,,
200005070004,2000-05-07,"United States","Olympia","Revenge of the Trees",0,"Earth Liberation Front (ELF)",0,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200004140004,2000-04-14,"United States","Oakland Park","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200004090003,2000-04-09,"United States","Phoenix","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200004030006,2000-04-03,"United States","Kansas City","Unknown",0,,,,,0,3,Government (General),,,North America,Unarmed Assault,,,Chemical,,,
200003250005,2000-03-25,"United States","Chandler","Unknown",0,,,,,0,1,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200003220005,2000-03-22,"United States","Ogden","Unknown",0,,,,,0,3,Government (General),,,North America,Unarmed Assault,,,Chemical,,,
200003120004,2000-03-12,"United States","Viroqua","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200002250007,2000-02-25,"United States","Fremont","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200002090002,2000-02-09,"Mexico","Tijuana","Gunmen",0,,,4,0,Private Citizens & Property,,North America,Armed Assault,,,Firearms,,
200001240007,2000-01-24,"United States","Redwood City","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200001200002,2000-01-20,"United States","Bloomington","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200001150004,2000-01-15,"United States","Petaluma","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200001030009,2000-01-03,"United States","Cincinnati","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200001030008,2000-01-03,"United States","Cincinnati","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200001030007,2000-01-03,"United States","Petaluma","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200001010027,2000-01-01,"United States","Mesick","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
