GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
200704250006,2007-04-25,"United States","Austin","Anti-Abortion extremists",1,,,,,0,0,Abortion Related,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200703230002,2007-03-23,"Mexico","Monterrey","Unknown",0,,,,,1,Unknown,Police,,,North America,Armed Assault,,,Firearms,,,
200703210007,2007-03-21,"United States","Denver","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200703200003,2007-03-20,"United States","Denver","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200703180002,2007-03-18,"United States","Denver","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200703170002,2007-03-17,"Mexico","Monterrey","Unknown",0,,,,,10,Unknown,Police,Private Citizens & Property,,North America,Armed Assault,,,Firearms,,,
200702190004,2007-02-19,"Mexico","Nuevo Laredo","Unknown",0,,,,,1,1,Government (General),,,North America,Armed Assault,,,Firearms,,,
200702060033,2007-02-06,"Mexico","Zapata","Unknown",0,,,,,3,0,Police,,,North America,Armed Assault,,,Firearms,,,
200702060025,2007-02-06,"Mexico","Acapulco","Unknown",0,,,,,4,0,Police,Private Citizens & Property,,North America,Armed Assault,,,Firearms,,,
200701230005,2007-01-23,"Mexico","Santo Domingo de Morelos","Unknown",0,,,,,1,0,Government (General),,,North America,Armed Assault,,,Firearms,,,
200611060005,2006-11-06,"Mexico","Mexico City","Unknown",0,,,,,0,0,Business,Violent Political Party,Government (General),North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200609110007,2006-09-11,"United States","Davenport","Anti-Abortion extremists",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Incendiary,,
200608240006,2006-08-24,"Mexico","Cancun","Unknown",0,,,,,0,1,Journalists & Media,Journalists & Media,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200607280004,2006-07-28,"United States","Seattle","Anti-Semitic extremists",0,,,,,1,5,Business,,,North America,Armed Assault,,,Firearms,,,
200607120007,2006-07-12,"United States","Los Angeles","Animal Liberation Front (ALF)",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200607020015,2006-07-02,"Mexico","Oaxaca","Unknown",0,,,,,Unknown,Unknown,Government (General),,,North America,Hostage Taking (Kidnapping),,,Unknown,,,
200606300004,2006-06-30,"United States","Los Angeles","Animal Liberation Front (ALF)",0,,,,,0,0,Educational Institution,,,North America,Bombing/Explosion,,,Incendiary,,,
200606270004,2006-06-27,"Canada","Guelph","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200604120013,2006-04-12,"Mexico","Petatlán","Unknown",0,,,,,1,30,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200604120012,2006-04-12,"Mexico","Nuevo Laredo","Unknown",0,,,,,4,3,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
200604070020,2006-04-07,"Mexico","Nuevo Laredo","Unknown",0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
200604070019,2006-04-07,"Mexico","Nuevo Laredo","Unknown",0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
200603030013,2006-03-03,"United States","Chapel Hill","Muslim extremists",0,,,,,0,9,Private Citizens & Property,,,North America,Unarmed Assault,,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),,,
200601300006,2006-01-30,"Canada","Guelph","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200601170007,2006-01-17,"United States","Camano","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200512200004,2005-12-20,"United States","Cincinnati","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200511290004,2005-11-29,"United States","San Diego","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Incendiary,,,
200511290003,2005-11-29,"United States","San Diego","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Incendiary,,,
200511200004,2005-11-20,"United States","Hagerstown","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Incendiary,,,
200509000001,2005-09-00,"United States","Los Angeles","Animal Liberation Front (ALF)",0,,,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200507080006,2005-07-08,"United States","Berlin","Unknown",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200507060016,2005-07-06,"Mexico","Acapulco","Unknown",0,,,,,2,0,Government (General),,,North America,Assassination,,,Firearms,,,
200507040009,2005-07-04,"United States","West Palm Beach","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200505050002,2005-05-05,"United States","New York City","Unknown",0,,,,,0,0,Government (Diplomatic),Private Citizens & Property,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200504130010,2005-04-13,"United States","Sammamish","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200504130009,2005-04-13,"United States","Sammamish","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200504130004,2005-04-13,"United States","New Bedford","Unknown",0,,,,,0,0,Educational Institution,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200503300004,2005-03-30,"United States","Bloomington","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,Firearms,,
200503190014,2005-03-19,"United States","Bloomington","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200503140003,2005-03-14,"United States","Arlington","Unknown",0,,,,,0,0,Government (General),Private Citizens & Property,,North America,Unarmed Assault,,,Biological,,,
200502170002,2005-02-17,"United States","Albuquerque","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200502150001,2005-02-15,"United States","Auburn","Unknown",0,,,,,0,0,Government (General),,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200502130002,2005-02-13,"United States","Auburn","Unknown",0,,,,,0,0,Government (General),,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200502070008,2005-02-07,"United States","Sutter Creek","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,Private Citizens & Property,,North America,Bombing/Explosion,,,Incendiary,,,
200501120006,2005-01-12,"United States","Auburn","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200501010007,2005-01-01,"United States","Berlin","Unknown",0,,,,,0,0,Business,Business,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200412270004,2004-12-27,"United States","Lincoln","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200412090005,2004-12-09,"United States","Indian Head","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200411000001,2004-11-00,"Canada","Unknown","Initiative de Resistance Internationaliste",0,,,,,0,0,Utilities,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200407080004,2004-07-08,"United States","Provo","Animal Liberation Front (ALF)",0,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200407020005,2004-07-02,"United States","Lake Worth","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200406140004,2004-06-14,"United States","West Jordan","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200404200008,2004-04-20,"United States","Snohomish","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,Business,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200404050004,2004-04-05,"Canada","Montreal","Hamas (Islamic Resistance Movement)",1,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200404010004,2004-04-01,"United States","Oklahoma City","White extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200403180001,2004-03-18,"Mexico","Oaxaca","Unknown",0,,,,,0,3,Government (General),,,North America,Assassination,,,Firearms,Firearms,,
200402070001,2004-02-07,"United States","Charlottesville","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,Sabotage Equipment,,
200402020010,2004-02-02,"United States","Washington","Unknown",0,,,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Biological,,,
200311180007,2003-11-18,"United States","Terre Haute","White extremists",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200311120005,2003-11-12,"United States","Washington","Unknown",0,,,,,0,0,Government (General),,,North America,Unarmed Assault,,,Biological,,,
200310250002,2003-10-25,"United States","Forest Lake","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200310150003,2003-10-15,"United States","Greenville","Unknown",0,,,,,0,0,Government (General),,,North America,Unarmed Assault,,,Biological,,,
200309290004,2003-09-19,"United States","San Diego","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200309290003,2003-09-19,"United States","San Diego","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200309260005,2003-09-26,"United States","Pleasanton","Revolutionary Cells-Animal Liberation Brigade",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200309240007,2003-09-24,"United States","Pullman","Unknown",0,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200309220003,2003-09-22,"United States","Martiny","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200309060004,2003-09-06,"United States","Indianapolis","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200308280001,2003-08-28,"United States","Emeryville","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200308220001,2003-08-22,"United States","West Covina","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,Melee,,
200308010002,2003-08-01,"United States","San Diego","Earth Liberation Front (ELF)",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200306050002,2003-06-05,"United States","Chico","Earth Liberation Front (ELF)",1,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200306030003,2003-06-03,"United States","Chico","Earth Liberation Front (ELF)",1,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200306010004,2003-06-01,"United States","Washington","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200305250005,2003-05-25,"United States","Tamarac","Anti-Abortion extremists",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200305040005,2003-05-04,"United States","Chico","Unknown",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200304140008,2003-04-04,"United States","Chicago","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200303310004,2003-03-31,"United States","Edgemont","Muslim extremists",0,,,,,0,0,Military,,,North America,Facility/Infrastructure Attack,,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),,,
200303290006,2003-03-29,"United States","Montgomery","Earth Liberation Front (ELF)",0,,,,,0,0,Military,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200303220010,2003-03-22,"United States","Petaluma","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200303210009,2003-03-21,"United States","Ann Arbor","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200303210008,2003-03-21,"United States","Ann Arbor","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200303170005,2003-03-17,"United States","Washington","Unknown",0,,,,,0,0,Government (General),,,North America,Bombing/Explosion,Facility/Infrastructure Attack,,Fake Weapons,,,
200303110012,2003-03-11,"United States","Albuquerque","Animal Liberation Front (ALF)",1,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Incendiary,,,
200303110011,2003-03-11,"United States","Albuquerque","Animal Liberation Front (ALF)",1,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Incendiary,,,
200303110010,2003-03-11,"United States","Albuquerque","Animal Liberation Front (ALF)",1,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Incendiary,,,
200303100006,2003-03-10,"United States","Chico","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200303030004,2003-03-03,"United States","Chico","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200301200008,2003-01-20,"United States","Seattle","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200301070006,2003-01-07,"Mexico","Chinameca","Unknown",0,,,,,2,1,Government (General),,,North America,Armed Assault,,,Firearms,,,
200301010016,2003-01-01,"United States","Girard","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200211260005,2002-11-26,"United States","Erie","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200210030002,2002-10-03,"United States","New York City","Anti-Kim Jong-il extremists",0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,
200209210002,2002-09-21,"United States","Richmond","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200209020005,2002-09-02,"United States","Plymouth","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200208180001,2002-08-18,"United States","Ann Arbor","Earth Liberation Front (ELF)",1,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200208110011,2002-08-11,"United States","Irvine","Earth Liberation Front (ELF)",0,,,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200207100001,2002-07-10,"United States","Seattle","Animal Liberation Front (ALF)",1,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200206030003,2002-06-03,"United States","Miami","Unknown",0,,,,,0,0,Terrorists/Non-state Militia,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200206030002,2002-06-03,"United States","Miami","Unknown",0,,,,,0,0,NGO,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200205130001,2002-05-13,"United States","Philadelphia","Jihadi-inspired extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205070002,2002-05-07,"United States","Amarillo","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205060006,2002-05-06,"United States","Pueblo","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205060005,2002-05-06,"United States","Salida","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205040011,2002-05-04,"United States","Albion","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205040010,2002-05-04,"United States","Seward","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205040009,2002-05-04,"United States","Ohiowa","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205040008,2002-05-04,"United States","Davenport","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205040007,2002-05-04,"United States","Columbus","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205040006,2002-05-04,"United States","Cairo","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205040005,2002-05-04,"United States","Scotia","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030015,2002-05-03,"United States","Bloomington","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200205030014,2002-05-03,"United States","Elizabeth","Anti-Government extremists",0,,,,,0,0,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030013,2002-05-03,"United States","Morrison","Anti-Government extremists",0,,,,,0,1,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030012,2002-05-03,"United States","Mount Carroll","Anti-Government extremists",0,,,,,0,1,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030011,2002-05-03,"United States","Eldridge","Anti-Government extremists",0,,,,,0,1,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030010,2002-05-03,"United States","Bloomington","Anti-Government extremists",0,,,,,0,1,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030009,2002-05-03,"United States","Anamosa","Anti-Government extremists",0,,,,,0,1,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030008,2002-05-03,"United States","Farley","Anti-Government extremists",0,,,,,0,1,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200205030007,2002-05-03,"United States","Asbury","Anti-Government extremists",0,,,,,0,1,Private Citizens & Property,Government (General),,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200203240005,2002-03-24,"United States","Erie","Earth Liberation Front (ELF)",1,,,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200202040010,2002-07-04,"United States","Los Angeles","Anti-Israeli extremists",0,,,,,3,4,Airports and Aircraft,Private Citizens & Property,,North America,Armed Assault,,,Firearms,Melee,,
200201260004,2002-01-26,"United States","St. Paul","Earth Liberation Front (ELF)",0,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200201050007,2002-01-05,"United States","Tampa","Jihadi-inspired extremists",0,,,,,1,0,Business,,,North America,Hijacking,,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),,,
200111140001,2001-11-14,"United States","Oxford","Unknown",1,,,,,1,0,Private Citizens & Property,,,North America,Unarmed Assault,,,Biological,,,
200111050006,2001-11-05,"United States","Houghton","Earth Liberation Front (ELF)",0,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200111050005,2001-11-05,"United States","Houghton","Earth Liberation Front (ELF)",0,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200110290003,2001-10-29,"United States","New York City","Unknown",1,,,,,1,0,Business,,,North America,Unarmed Assault,,,Biological,,,
200110260004,2001-10-26,"United States","Washington","Unknown",1,,,,,Unknown,Unknown,Government (General),,,North America,Unarmed Assault,,,Biological,,,
200110190002,2001-10-19,"Mexico","Mexico City","Unknown",0,,,,,1,0,NGO,,,North America,Assassination,,,Firearms,,,
200110190001,2001-10-19,"United States","New York City","Unknown",1,,,,,0,2,Journalists & Media,,,North America,Unarmed Assault,,,Biological,,,
200110180004,2001-10-18,"United States","New York City","Unknown",1,,,,,0,1,Journalists & Media,,,North America,Unarmed Assault,,,Biological,,,
200110170003,2001-10-17,"United States","New York City","Unknown",0,,,,,0,0,Government (General),,,North America,Unarmed Assault,,,Biological,,,
200110150005,2001-10-15,"United States","Litchfield","Earth Liberation Front (ELF)",0,"Animal Liberation Front (ALF)",0,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200110150004,2001-10-15,"United States","Reno","Unknown",0,,,,,0,0,Business,,,North America,Unarmed Assault,,,Biological,,,
200110150002,2001-10-15,"United States","New York City","Unknown",1,,,,,0,1,Journalists & Media,,,North America,Unarmed Assault,,,Biological,,,
200110150001,2001-10-15,"United States","Washington","Unknown",1,,,,,2,6,Government (General),,,North America,Unarmed Assault,,,Biological,,,
200110120004,2001-10-12,"United States","New York City","Unknown",1,,,,,0,6,Journalists & Media,,,North America,Unarmed Assault,,,Biological,,,
200110090004,2001-10-09,"United States","Washington","Unknown",1,,,,,2,1,Government (General),,,North America,Unarmed Assault,,,Biological,,,
200110020003,2001-10-02,"United States","Boca Raton","Unknown",1,,,,,1,5,Journalists & Media,,,North America,Unarmed Assault,,,Biological,,,
200109200006,2001-09-20,"United States","Alamogordo","Animal Liberation Front (ALF)",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Incendiary,,
200109110007,2001-09-11,"United States","Shanksville","Al-Qaida",0,,,,,44,5,Private Citizens & Property,Government (General),Airports and Aircraft,North America,Hijacking,Armed Assault,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Incendiary,Melee,
200109110006,2001-09-11,"United States","Arlington","Al-Qaida",0,,,,,189,106,Government (General),Military,Airports and Aircraft,North America,Hijacking,Armed Assault,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Incendiary,Melee,
200109110005,2001-09-11,"United States","New York City","Al-Qaida",0,,,,,1382,7365,Private Citizens & Property,Business,Airports and Aircraft,North America,Hijacking,Armed Assault,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Incendiary,Melee,
200109110004,2001-09-11,"United States","New York City","Al-Qaida",0,,,,,1383,7366,Private Citizens & Property,Business,Airports and Aircraft,North America,Hijacking,Armed Assault,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Incendiary,Melee,
200109080005,2001-09-08,"United States","Tucson","Animal Liberation Front (ALF)",0,"Earth Liberation Front (ELF)",0,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200109010014,2001-09-01,"Mexico","Mexico City","Unknown",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200108280002,2001-08-28,"Mexico","Mexico City","Unknown",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200108080008,2001-08-08,"United States","Vieques","Unknown",0,,,,,0,0,Military,,,North America,Bombing/Explosion,,,Incendiary,,,
200108080006,2001-08-08,"Mexico","Mexico City","Fuerzas Armadas Revolucionarias del Pueblo (FARP)",0,,,,,0,1,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200108080002,2001-08-08,"Mexico","Mexico City","Fuerzas Armadas Revolucionarias del Pueblo (FARP)",0,,,,,0,1,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200107240003,2001-07-24,"United States","Stateline","Earth Liberation Front (ELF)",1,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Sabotage Equipment,,,
200107120002,2001-07-12,"United States","Arlington","Unknown",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200106220002,2001-06-22,"Mexico","Mexico City","Anti-United States extremists",0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Incendiary,,,
200106120002,2001-06-12,"United States","Pima County Estates","Coalition to Save the Preserves (CSP)",1,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200106110002,2001-06-11,"United States","Tacoma","Unknown",0,,,,,0,0,Abortion Related,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200106010002,2001-06-01,"United States","Estacada","Earth Liberation Front (ELF)",1,"Animal Liberation Front (ALF)",1,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200105210007,2001-05-21,"United States","Seattle","Earth Liberation Front (ELF)",0,"Animal Liberation Front (ALF)",0,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200105210006,2001-05-21,"United States","Clatskanie","Earth Liberation Front (ELF)",0,"Animal Liberation Front (ALF)",0,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200105050003,2001-05-05,"United States","West Lake Hills","Unknown",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200104150002,2001-04-15,"United States","Portland","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200104050003,2001-04-05,"United States","Arlington","Animal Liberation Front (ALF)",1,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200104040004,2001-04-04,"United States","Albertville","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200103300002,2001-03-30,"United States","Eugene","Earth Liberation Front (ELF)",0,"Animal Liberation Front (ALF)",0,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200103020006,2001-03-02,"United States","New York City","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Incendiary,,,
200102200002,2001-02-20,"United States","Visalia","Earth Liberation Front (ELF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
200102140010,2001-02-14,"Mexico","Limoncito de Ayala","Gunmen",0,,,,,12,3,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
